,0,1,2
0,rtst,1130503,1294062
1,rtst,1349554,1528012
2,rtst,2139501,2902591
3,rtst,4434537,4961017
4,rtst,5690103,5754566
5,rtst,5878084,6345568
6,rtst,6352032,6364057
7,rtst,6389022,6564536
8,rtst,6902050,6981505
9,rtst,6988538,7289533
10,rtst,7754550,7824050
11,rtst,7851545,7881504
12,rtst,9590617,10727056
13,rtst,11113020,11285583
14,rtst,11319540,13104541
15,rtst,13607102,13828019
16,rtst,15579639,15870048
17,rtst,15957033,16267519
18,rtst,7121562,7950037
19,rtst,10766095,11111003
20,rtst,15817554,15973028
21,rtst,17405503,17900553
