,0,1,2
0,rtst,586041,612515
1,rtst,1384010,1513067
2,rtst,2886548,3337570
3,rtst,3373007,3423039
4,rtst,3605513,3657000
5,rtst,3872542,4121575
6,rtst,4271037,5126535
7,rtst,5184526,5379544
8,rtst,5394003,5419053
9,rtst,5468021,5477553
10,rtst,5584009,5799571
11,rtst,6621038,6858537
12,rtst,8190039,9072069
13,rtst,9262500,9693812
14,rtst,9900022,10383553
15,rtst,12005574,12675001
16,rtst,13160520,13257506
17,rtst,19910027,20021037
18,rtst,20181003,20255548
19,rtst,20338021,25985
20,rtst,587040,1114540
21,rtst,9691592,10233510
22,rtst,10453076,10931014
23,rtst,17439529,17893053
24,rtst,17936084,18369509
25,rtst,18742503,19638548
