,0,1,2
0,st,2591005,3151554
1,st,3168542,4030517
2,st,5054080,5555562
3,st,5990010,6090051
4,st,6230549,6376545
5,st,6634560,6666511
6,st,6705068,7299525
7,st,7449040,7823557
8,st,7904577,8048548
9,st,8195533,8262075
10,st,8277010,8394529
11,st,8474062,9135526
12,st,9149024,9961071
13,st,10043560,10292567
14,st,10323002,10694044
15,st,10776502,10985004
16,st,10998593,11193046
17,st,11335515,11476053
18,st,11489052,11581006
19,st,11607090,11956095
20,st,12281502,12365522
21,st,12825045,13120511
22,st,13208549,13384509
23,st,13404559,13654003
24,st,13729593,13750515
25,st,14196508,14678585
26,st,14917537,14963561
27,st,19071792,19128093
28,sst,20485500,20485600
29,sst,2810000,2810027
30,sst,3262500,3262557
31,sst,11568500,11568701
32,sst,11991500,11991616
33,sst,17073000,17074182
34,sst,17290500,17290743
35,st,18154574,18525088
36,st,18756576,18848523
37,st,19082072,19832548
38,st,20154006,20450607
