,0,1,2
0,sst,2188000,2188080
1,sst,2261000,2261025
2,sst,2272500,2272582
3,sst,2759000,2759007
4,sst,2774000,2774084
5,sst,2947500,2947621
6,sst,2958000,2958368
7,sst,2972000,2972064
8,sst,3361000,3361034
9,sst,3531000,3531087
10,sst,4019000,4019163
11,sst,4285500,4285607
12,sst,4774500,4774625
13,sst,5693500,5693551
14,sst,5699000,5699041
15,sst,9042500,9042607
16,sst,9395500,9395535
17,sst,9674000,9674194
18,sst,10192000,10192217
19,sst,10250500,10250622
20,sst,10477500,10477631
21,sst,11113500,11113640
22,sst,11239500,11239534
23,sst,11485500,11485564
24,sst,12757500,12757883
25,sst,13076000,13076048
26,sst,14224500,14224595
27,sst,14250000,14250170
28,sst,14352500,14352741
29,sst,14494500,14494526
30,sst,14557500,14557502
31,sst,14647500,14647600
32,sst,14842000,14842080
33,sst,15033500,15033732
34,sst,15215500,15215544
35,sst,15519500,15519653
36,sst,15593500,15593514
37,sst,15776000,15776208
38,sst,15881500,15881702
39,sst,16236500,16236570
40,sst,16294000,16294164
41,sst,16306000,16306066
42,sst,16358000,16358108
43,sst,16368000,16368431
44,sst,17449500,17449640
45,sst,17603500,17603681
46,sst,19493500,19493525
47,sst,19704500,19704652
48,sst,19842500,19842623
49,sst,20190000,20190027
50,sst,836500,836616
51,sst,2802500,2802574
52,sst,3524000,3524154
53,sst,3600000,3600206
54,sst,4140000,4140033
55,sst,4773500,4773698
56,sst,5411000,5411012
57,sst,5779500,5779603
58,sst,9108500,9108559
59,sst,9626500,9626608
60,sst,10242000,10242040
61,sst,10720000,10720057
62,sst,11351500,11351581
63,sst,11413500,11413647
64,sst,11678000,11678006
65,sst,14241000,14241507
66,sst,16714500,16714753
67,sst,17239500,17239551
68,sst,17333000,17333230
69,sst,17435500,17435636
70,sst,18623500,18623536
71,sst,18656000,18656182
72,sst,18737500,18737564
73,sst,18837000,18837199
