,0,1,2
0,st,7992510,9646539
1,st,10783013,11222092
2,st,11394615,11612526
3,st,11688075,11762557
4,st,11864017,11912009
5,st,12539050,12750937
6,st,13003042,13526550
7,sst,14894500,14894596
8,sst,15566500,15566601
9,st,16121062,16357552
10,sst,17236000,17236170
11,sst,17571500,17571653
12,sst,17636000,17636184
13,st,17927531,18033604
14,st,18452053,18581086
15,st,18916061,19652514
16,sst,80500,80539
17,sst,470500,470637
18,sst,5090500,5090597
19,sst,6500500,6500694
20,st,7502081,9212066
21,st,11030554,11397120
22,st,11616562,11862563
23,sst,12526000,12526007
24,sst,13352000,13352206
25,sst,13449500,13449668
26,sst,13842500,13842709
27,sst,16101500,16101608
28,sst,16772000,16772019
29,sst,17059000,17059046
30,sst,17475000,17475065
31,sst,17932000,17932169
32,st,18295543,18346092
33,st,18575595,18585525
34,st,18795039,19516036
