,0,1,2
0,rtst,888063,907528
1,sccst,3775000,3775030
2,sccst,3792000,3792166
3,sccst,3803000,3803140
4,sccst,3847000,3847028
5,sccst,3877500,3877578
6,sccst,3900500,3900587
7,sccst,3964500,3964655
8,sccst,3973000,3973030
9,sccst,3994000,3994088
10,sccst,4019500,4019539
11,sccst,4033000,4033059
12,sccst,4095000,4095099
13,sccst,4118000,4118138
14,sccst,4138500,4138575
15,sccst,4156000,4156115
16,sccst,4310000,4310133
17,sccst,4375000,4375003
18,sccst,4383000,4383048
19,sccst,4405000,4405134
20,sccst,4431500,4431584
21,sccst,4452000,4452046
22,sccst,4568000,4568145
23,sccst,4601000,4601115
24,sccst,4667500,4667584
25,sccst,4714500,4714662
26,sccst,4731500,4731577
27,sccst,4801000,4801059
28,sccst,4811500,4811582
29,sccst,4893000,4893074
30,sccst,4908500,4908574
31,sccst,4938500,4938841
32,sccst,4982000,4982066
33,sccst,5031500,5031579
34,sccst,5069500,5069640
35,sccst,5133000,5133783
36,sccst,5172500,5172628
37,sccst,5454000,5454093
38,sccst,5479000,5479112
39,sccst,5630000,5630040
40,sccst,5658500,5658657
41,sccst,5756500,5756532
42,sccst,5868500,5868515
43,sccst,5908500,5908616
44,sccst,6370000,6370124
45,sccst,6381500,6381532
46,sccst,6412500,6412520
47,sccst,6488500,6488676
48,sccst,6503000,6503096
49,sccst,6520000,6520044
50,sccst,6552000,6552175
51,sccst,6581500,6581585
52,sccst,6595000,6595134
53,sccst,6634500,6634525
54,sccst,6715000,6715012
55,sccst,6749000,6749104
56,sccst,6770500,6770646
57,sccst,6813500,6813567
58,sccst,6829000,6829098
59,sccst,6977000,6977052
60,sccst,7006000,7006135
61,sccst,7021000,7021117
62,sccst,7137500,7137535
63,sccst,7208500,7208639
64,sccst,7279000,7279059
65,sccst,7305500,7305591
66,sccst,7876500,7876698
67,sccst,8025000,8025191
68,sccst,8144000,8144017
69,sccst,8239500,8239506
70,sccst,8499500,8499509
71,sccst,8613500,8613507
72,rtst,8693556,8699041
73,sccst,8722000,8722142
74,sccst,8738000,8738139
75,sccst,8743500,8743627
76,sccst,8777500,8777578
77,sccst,8828500,8828555
78,sccst,8836500,8836541
79,sccst,8847500,8847592
80,sccst,8864000,8864009
81,sccst,8872500,8872613
82,sccst,8884000,8884047
83,sccst,8896500,8896641
84,sccst,8907500,8907560
85,sccst,8924000,8924043
86,sccst,8942500,8942657
87,sccst,8950000,8950116
88,sccst,8959500,8959500
89,sccst,8969000,8969022
90,sccst,9020000,9020055
91,sccst,9035000,9035141
92,sccst,9173000,9173199
93,sccst,9270000,9270129
94,sccst,9288500,9288527
95,sccst,9501500,9501602
96,sccst,9558000,9558026
97,sccst,10312500,10312648
98,sccst,10331000,10331151
99,sccst,10372500,10372613
100,sccst,10394500,10394669
101,sccst,10422500,10422599
102,sccst,10523500,10523594
103,sccst,10561500,10561646
104,sccst,10712500,10712639
105,sccst,11431500,11431522
106,sccst,11590000,11590069
107,sccst,11606000,11606129
108,sccst,11811500,11811702
109,sccst,11829500,11829640
110,sccst,11880500,11880519
111,sccst,12140500,12140508
112,sccst,12411000,12411000
113,sccst,12864500,12864607
114,sccst,12909000,12909015
115,sccst,12957500,12957572
116,sccst,12993500,12993536
117,sccst,13014500,13014682
118,sccst,13045000,13045142
119,sccst,13075500,13075637
120,sccst,13085000,13085219
121,sccst,13113500,13113539
122,sccst,13131000,13131120
123,sccst,13341500,13341616
124,sccst,13424000,13424030
125,sccst,13441500,13441635
126,sccst,13931500,13931643
127,sccst,14089000,14089107
128,sccst,14332000,14332311
129,sccst,14863500,14863504
130,sccst,15186500,15186620
131,sccst,15201500,15201557
132,sccst,15265500,15265598
133,sccst,15397500,15397733
134,sccst,15540000,15540064
135,sccst,15841000,15841064
136,sccst,15861000,15861153
137,sccst,15894500,15894771
138,sccst,15911500,15911564
139,sccst,16007500,16007506
140,sccst,16055500,16055705
141,sccst,16112000,16112069
142,sccst,16409500,16409651
143,sccst,16472500,16472503
144,sccst,16493500,16493572
145,sccst,16554000,16554083
146,sccst,16614500,16614754
147,sccst,16804000,16804045
148,sccst,16816000,16816281
149,sccst,17394500,17394569
150,sccst,17452500,17452602
151,sccst,17498000,17498174
152,sccst,17526500,17526706
153,sccst,17552000,17552156
154,sccst,17951500,17951650
155,sccst,18003500,18003627
156,sccst,18038000,18038166
157,sccst,18129500,18129626
158,sccst,18221500,18221650
159,sccst,18258000,18258132
160,sccst,18315500,18315677
161,sccst,18353000,18353095
