,0,1,2
0,sst,4879750,4879858
1,rtst,8773261,9055263
2,rtst,9858771,10310804
3,rtst,12029271,12424831
4,sst,13262750,13263559
5,sst,13676750,13676846
6,sst,15769750,15769798
7,sst,15908250,15908449
8,sst,16393750,16393940
9,sst,18077250,18077464
10,sst,1087750,1087778
11,sst,2390750,2391260
12,sst,2662750,2662889
13,sst,3465750,3465894
14,sst,3867250,3867394
15,sst,4790750,4790935
16,sst,5548250,5548385
17,sst,6728250,6728267
18,sst,6919250,6919321
19,sst,7308750,7308938
20,sst,10556250,10556342
21,sst,11833250,11833381
22,sst,13635750,13635789
23,rtst,14177759,14276329
24,rtst,14354790,14434283
25,rtst,14636802,14759251
